# bin_low_uJy bin_high_uJy bin_median_uJy Ns_tot_obs dnds_srm1Jym1 dnds_eucl_srm1Jy1p5 delta_dnds_eucl_lower_srm1Jy1p5 delta_dnds_eucl_upper_srm1Jy1p5 corr Ncgts_degm2 dNcgts_lower_degm2 dNcgts_upper_degm2
135.000000 150.000000 142.500000 569 1.446371e+07 3.506040e-03 1.469809e-04 1.469809e-04 1.000000 1 1 1
150.000000 165.000000 157.500000 489 1.243015e+07 3.869704e-03 1.749941e-04 1.749941e-04 1.000000 0 1 1
165.000000 180.000000 172.500000 467 1.187092e+07 4.639350e-03 2.146835e-04 2.146835e-04 1.000000 0 1 1
180.000000 195.000000 187.500000 428 1.087956e+07 5.237384e-03 2.531585e-04 2.531585e-04 1.000000 0 1 1
195.000000 210.000000 202.500000 360 9.151030e+06 5.339893e-03 2.814371e-04 2.814371e-04 1.000000 0 1 1
210.000000 225.000000 217.500000 345 8.769738e+06 6.118356e-03 3.294012e-04 3.294012e-04 1.000000 0 1 1
225.000000 240.000000 232.500000 294 6.898469e+06 5.686043e-03 3.316167e-04 3.316167e-04 1.000000 0 0 0
240.000000 260.000000 250.000000 316 6.426057e+06 6.350305e-03 3.572326e-04 3.572326e-04 1.000000 0 0 0
260.000000 280.000000 270.000000 305 5.814717e+06 6.965271e-03 3.988303e-04 3.988303e-04 1.000000 0 0 0
280.000000 300.000000 290.000000 233 3.948500e+06 5.654929e-03 3.704667e-04 3.704667e-04 1.000000 0 0 0
300.000000 330.000000 315.000000 255 3.535625e+06 6.226480e-03 3.899173e-04 3.899173e-04 1.000000 0 0 0
330.000000 360.000000 345.000000 187 2.193901e+06 4.850257e-03 3.546859e-04 3.546859e-04 1.000000 0 0 0
360.000000 400.000000 380.000000 167 1.591898e+06 4.480993e-03 3.467496e-04 3.467496e-04 1.000000 0 0 0
400.000000 450.000000 425.000000 107 8.589125e+05 3.198315e-03 3.091928e-04 3.091928e-04 1.000000 0 0 0
450.000000 500.000000 475.000000 69 4.209474e+05 2.069960e-03 2.491938e-04 2.491938e-04 1.000000 0 0 0
500.000000 600.000000 550.000000 69 3.507895e+05 2.488590e-03 2.995910e-04 2.995910e-04 1.000000 0 0 0
600.000000 650.000000 625.000000 25 1.525172e+05 1.489426e-03 2.978851e-04 2.978851e-04 1.000000 0 0 0
650.000000 700.000000 675.000000 13 9.913616e+04 1.173523e-03 3.254767e-04 3.254767e-04 1.000000 0 0 0
700.000000 750.000000 725.000000 28 2.135240e+05 3.021982e-03 5.711008e-04 5.711008e-04 1.000000 0 0 0
