# bin_low_uJy bin_high_uJy bin_median_uJy Ns_tot_obs dnds_srm1Jym1 dnds_eucl_srm1Jy1p5 delta_dnds_eucl_lower_srm1Jy1p5 delta_dnds_eucl_upper_srm1Jy1p5 corr Ncgts_degm2 dNcgts_lower_degm2 dNcgts_upper_degm2
210.000000 225.000000 217.500000 572 1.453997e+07 1.014406e-02 4.241443e-04 4.241443e-04 1.000000 0 1 1
225.000000 240.000000 232.500000 521 1.222484e+07 1.007629e-02 4.414501e-04 4.414501e-04 1.000000 0 1 1
240.000000 260.000000 250.000000 592 1.203869e+07 1.189677e-02 4.889544e-04 4.889544e-04 1.000000 0 1 1
260.000000 280.000000 270.000000 451 8.598156e+06 1.029947e-02 4.849829e-04 4.849829e-04 1.000000 0 1 1
280.000000 300.000000 290.000000 366 6.202365e+06 8.882850e-03 4.643140e-04 4.643140e-04 1.000000 0 0 0
300.000000 330.000000 315.000000 437 6.059091e+06 1.067048e-02 5.104382e-04 5.104382e-04 1.000000 0 0 0
330.000000 360.000000 345.000000 294 3.449235e+06 7.625538e-03 4.447304e-04 4.447304e-04 1.000000 0 0 0
360.000000 400.000000 380.000000 260 2.478404e+06 6.976396e-03 4.326577e-04 4.326577e-04 1.000000 0 0 0
400.000000 450.000000 425.000000 203 1.629526e+06 6.067832e-03 4.258783e-04 4.258783e-04 1.000000 0 0 0
450.000000 500.000000 475.000000 115 7.015790e+05 3.449933e-03 3.217079e-04 3.217079e-04 1.000000 0 0 0
500.000000 600.000000 550.000000 127 6.456560e+05 4.580448e-03 4.064490e-04 4.064490e-04 1.000000 0 0 0
600.000000 650.000000 625.000000 33 2.013227e+05 1.966042e-03 3.422439e-04 3.422439e-04 1.000000 0 0 0
650.000000 700.000000 675.000000 38 2.897826e+05 3.430297e-03 5.564677e-04 5.564677e-04 1.000000 0 0 0
700.000000 750.000000 725.000000 27 2.058982e+05 2.914054e-03 5.608099e-04 5.608099e-04 1.000000 0 0 0
