# bin_low_uJy bin_high_uJy bin_median_uJy Ns_tot_obs dnds_srm1Jym1 dnds_eucl_srm1Jy1p5 delta_dnds_eucl_lower_srm1Jy1p5 delta_dnds_eucl_upper_srm1Jy1p5 corr Ncgts_degm2 dNcgts_lower_degm2 dNcgts_upper_degm2
165.000000 180.000000 172.500000 322 8.185088e+06 3.198867e-03 1.782659e-04 1.782659e-04 1.000000 0 1 1
180.000000 195.000000 187.500000 310 7.880054e+06 3.793433e-03 2.154525e-04 2.154525e-04 1.000000 0 1 1
195.000000 210.000000 202.500000 275 6.990370e+06 4.079085e-03 2.459781e-04 2.459781e-04 1.000000 0 1 1
210.000000 225.000000 217.500000 243 6.176946e+06 4.309451e-03 2.764514e-04 2.764514e-04 1.000000 0 0 0
225.000000 240.000000 232.500000 205 4.810157e+06 3.964758e-03 2.769107e-04 2.769107e-04 1.000000 0 0 0
240.000000 260.000000 250.000000 280 5.693975e+06 5.626853e-03 3.362688e-04 3.362688e-04 1.000000 0 0 0
260.000000 280.000000 270.000000 201 3.831994e+06 4.590228e-03 3.237697e-04 3.237697e-04 1.000000 0 0 0
280.000000 300.000000 290.000000 190 3.219807e+06 4.611315e-03 3.345400e-04 3.345400e-04 1.000000 0 0 0
300.000000 330.000000 315.000000 199 2.759174e+06 4.859097e-03 3.444522e-04 3.444522e-04 1.000000 0 0 0
330.000000 360.000000 345.000000 152 1.783278e+06 3.942455e-03 3.197753e-04 3.197753e-04 1.000000 0 0 0
360.000000 400.000000 380.000000 144 1.372655e+06 3.863850e-03 3.219875e-04 3.219875e-04 1.000000 0 0 0
400.000000 450.000000 425.000000 111 8.910214e+05 3.317878e-03 3.149191e-04 3.149191e-04 1.000000 0 0 0
450.000000 500.000000 475.000000 59 3.599405e+05 1.769965e-03 2.304299e-04 2.304299e-04 1.000000 0 0 0
500.000000 600.000000 550.000000 57 2.897826e+05 2.055792e-03 2.722962e-04 2.722962e-04 1.000000 0 0 0
600.000000 650.000000 625.000000 26 1.586179e+05 1.549003e-03 3.037844e-04 3.037844e-04 1.000000 0 0 0
650.000000 700.000000 675.000000 26 1.982723e+05 2.347046e-03 4.602935e-04 4.602935e-04 1.000000 0 0 0
700.000000 750.000000 725.000000 28 2.135240e+05 3.021982e-03 5.711008e-04 5.711008e-04 1.000000 0 0 0
